# Created by ensembl_prep v1.2.0 based on Ensembl release 75 (genome build GRCh37)
ENSG	GENE	ENST
ENSG00000221955	SLC12A8	ENST00000393469
ENSG00000093072	CECR1	ENST00000399839
ENSG00000155330	C16orf87	ENST00000285697
ENSG00000130270	ATP8B3	ENST00000310127
ENSG00000100985	MMP9	ENST00000372330
ENSG00000100987	VSX1	ENST00000376709
ENSG00000103495	MAZ	ENST00000219782
ENSG00000171612	SLC25A33	ENST00000302692
ENSG00000100982	PCIF1	ENST00000372409
ENSG00000129636	ITFG1	ENST00000320640
ENSG00000182986	ZNF320	ENST00000595635
ENSG00000086598	TMED2	ENST00000262225
ENSG00000104043	ATP8B4	ENST00000284509
ENSG00000223417	TRIM49D1	ENST00000530311
ENSG00000075945	KIFAP3	ENST00000538366
ENSG00000244687	UBE2V1	ENST00000340309
ENSG00000151715	TMEM45B	ENST00000281441
ENSG00000166257	SCN3B	ENST00000392770
ENSG00000197713	RPE	ENST00000359429
ENSG00000154240	CEP112	ENST00000392769
ENSG00000101542	CDH20	ENST00000262717
ENSG00000166250	CLMP	ENST00000448775
ENSG00000197712	FAM114A1	ENST00000358869
ENSG00000087191	PSMC5	ENST00000310144
ENSG00000151718	WWC2	ENST00000403733
ENSG00000102054	RBBP7	ENST00000380084
ENSG00000106006	HOXA6	ENST00000222728
ENSG00000106004	HOXA5	ENST00000222726
ENSG00000106003	LFNG	ENST00000222725
ENSG00000198099	ADH4	ENST00000265512
ENSG00000102053	ZC3H12B	ENST00000338957
ENSG00000269897	COMMD3-BMI1	ENST00000602390
ENSG00000134897	BIVM	ENST00000257336
ENSG00000131864	USP29	ENST00000254181
ENSG00000198093	ZNF649	ENST00000354957
ENSG00000198092	TMPRSS11F	ENST00000356291
ENSG00000106009	BRAT1	ENST00000340611
ENSG00000269891	ARHGAP19-SLIT1	ENST00000453547
ENSG00000163882	POLR2H	ENST00000429568
ENSG00000168158	OR2C1	ENST00000304936
ENSG00000197818	SLC9A8	ENST00000417961
ENSG00000153404	PLEKHG4B	ENST00000283426
ENSG00000163884	KLF15	ENST00000296233
ENSG00000163885	CCDC37	ENST00000352312
ENSG00000269549	AL031663.2	ENST00000595203
ENSG00000163888	CAMK2N2	ENST00000296238
ENSG00000111596	CNOT2	ENST00000229195
ENSG00000175416	CLTB	ENST00000310418
ENSG00000231500	RPS18	ENST00000439602
ENSG00000231051	USP17L28	ENST00000504543
ENSG00000175143	OR2T1	ENST00000366474
ENSG00000135486	HNRNPA1	ENST00000340913
ENSG00000055609	KMT2C	ENST00000262189
ENSG00000015568	RGPD5	ENST00000016946
ENSG00000197406	DIO3	ENST00000510508
ENSG00000113739	STC2	ENST00000265087
ENSG00000169519	METTL15	ENST00000407364
ENSG00000113734	BNIP1	ENST00000231668
ENSG00000147224	PRPS1	ENST00000372435
ENSG00000113732	ATP6V0E1	ENST00000519374
ENSG00000131115	ZNF227	ENST00000313040
ENSG00000059728	MXD1	ENST00000264444
ENSG00000104368	PLAT	ENST00000220809
ENSG00000131188	PRR7	ENST00000323249
ENSG00000150456	N6AMT2	ENST00000382758
ENSG00000103187	COTL1	ENST00000262428
ENSG00000140254	DUOXA1	ENST00000267803
ENSG00000157350	ST3GAL2	ENST00000393640
ENSG00000160505	NLRP4	ENST00000301295
ENSG00000134575	ACP2	ENST00000256997
ENSG00000156150	ALX3	ENST00000369792
ENSG00000102271	KLHL4	ENST00000373114
ENSG00000156273	BACH1	ENST00000399921
ENSG00000163082	SGPP2	ENST00000321276
ENSG00000163083	INHBB	ENST00000295228
ENSG00000084444	KIAA1467	ENST00000197268
ENSG00000163081	CCDC140	ENST00000295226
ENSG00000198324	FAM109A	ENST00000361483
ENSG00000198327	HIST1H4F	ENST00000377745
ENSG00000198326	TMEM239	ENST00000380585
ENSG00000171243	SOSTDC1	ENST00000307068
ENSG00000171241	SHCBP1	ENST00000303383
ENSG00000124440	HIF3A	ENST00000377670
ENSG00000171246	NPTX1	ENST00000306773
ENSG00000129493	HEATR5A	ENST00000543095
ENSG00000162104	ADCY9	ENST00000294016
ENSG00000215012	C22orf29	ENST00000405640
ENSG00000133641	C12orf29	ENST00000356891
ENSG00000124449	IRGC	ENST00000244314
ENSG00000180730	SHISA2	ENST00000319420
ENSG00000111775	COX6A1	ENST00000229379
ENSG00000148840	PPRC1	ENST00000278070
ENSG00000135272	MDFIC	ENST00000393486
ENSG00000079462	PAFAH1B3	ENST00000538771
ENSG00000253350	RP11-127H5.1	ENST00000521923
ENSG00000147596	PRDM14	ENST00000276594
ENSG00000148843	PDCD11	ENST00000369797
ENSG00000166900	STX3	ENST00000337979
ENSG00000188501	LCTL	ENST00000341509
ENSG00000166902	MRPL16	ENST00000300151
ENSG00000188505	NCCRP1	ENST00000339852
ENSG00000160862	AZGP1	ENST00000292401
ENSG00000088832	FKBP1A	ENST00000400137
ENSG00000173456	RNF26	ENST00000311413
ENSG00000183035	CYLC1	ENST00000329312
ENSG00000064490	RFXANK	ENST00000303088
ENSG00000169100	SLC25A6	ENST00000381401
ENSG00000187135	VSTM2B	ENST00000335523
ENSG00000169105	CHST14	ENST00000306243
ENSG00000160767	FAM189B	ENST00000361361
ENSG00000219435	TEX40	ENST00000328404
ENSG00000243284	VSIG8	ENST00000368100
ENSG00000196507	TCEAL3	ENST00000372628
ENSG00000084628	NKAIN1	ENST00000373736
ENSG00000168505	GBX2	ENST00000306318
ENSG00000183291	SEP15	ENST00000331835
ENSG00000163263	C1orf189	ENST00000368525
ENSG00000101448	EPPIN	ENST00000555685
ENSG00000183292	AC140481.2	ENST00000409982
ENSG00000124466	LYPD3	ENST00000244333
ENSG00000084623	EIF3I	ENST00000373586
ENSG00000213921	LEUTX	ENST00000396841
ENSG00000213920	MDP1	ENST00000288087
ENSG00000213927	CCL27	ENST00000259631
ENSG00000125356	NDUFA1	ENST00000371437
ENSG00000168509	HFE2	ENST00000336751
ENSG00000092931	MFSD11	ENST00000588460
ENSG00000109606	DHX15	ENST00000336812
ENSG00000038532	CLEC16A	ENST00000409790
ENSG00000183034	OTOP2	ENST00000331427
ENSG00000180083	WFDC11	ENST00000356562
ENSG00000110104	CCDC86	ENST00000227520
ENSG00000054267	ARID4B	ENST00000264183
ENSG00000249852	AC145676.2	ENST00000514988
ENSG00000249853	HS3ST5	ENST00000312719
ENSG00000180089	TMEM86B	ENST00000327042
ENSG00000110107	PRPF19	ENST00000227524
ENSG00000168135	KCNJ4	ENST00000303592
ENSG00000175985	PLEKHD1	ENST00000322564
ENSG00000176148	TCP11L1	ENST00000334274
ENSG00000255012	OR5M1	ENST00000526538
ENSG00000197586	ENTPD6	ENST00000376652
ENSG00000142327	RNPEPL1	ENST00000270357
ENSG00000118260	CREB1	ENST00000432329
ENSG00000170525	PFKFB3	ENST00000540253
ENSG00000176142	TMEM39A	ENST00000319172
ENSG00000203880	PCMTD2	ENST00000308824
ENSG00000135124	P2RX4	ENST00000359949
ENSG00000132139	GAS2L2	ENST00000254466
ENSG00000110841	PPFIBP1	ENST00000318304
ENSG00000126804	ZBTB1	ENST00000394712
ENSG00000132130	LHX1	ENST00000254457
ENSG00000162621	LRRC53	ENST00000294635
ENSG00000138835	RGS3	ENST00000374140
ENSG00000100629	CEP128	ENST00000555265
ENSG00000121653	MAPK8IP1	ENST00000241014
ENSG00000102580	DNAJC3	ENST00000602402
ENSG00000171033	PKIA	ENST00000396418
ENSG00000133265	HSPBP1	ENST00000255631
ENSG00000105058	FAM32A	ENST00000263384
ENSG00000171794	UTF1	ENST00000304477
ENSG00000023839	ABCC2	ENST00000370449
ENSG00000203883	SOX18	ENST00000340356
ENSG00000166860	ZBTB39	ENST00000300101
ENSG00000047230	CTPS2	ENST00000443824
ENSG00000131050	BPIFA2	ENST00000253362
ENSG00000105053	VRK3	ENST00000599538
ENSG00000157353	FUK	ENST00000288078
ENSG00000183036	PCP4	ENST00000328619
ENSG00000131808	FSHB	ENST00000417547
ENSG00000128915	NARG2	ENST00000261520
ENSG00000126803	HSPA2	ENST00000247207
ENSG00000128917	DLL4	ENST00000249749
ENSG00000100628	ASB2	ENST00000555019
ENSG00000174788	PCP2	ENST00000311069
ENSG00000225921	NOL7	ENST00000451315
ENSG00000258315	C17orf49	ENST00000546495
ENSG00000062096	ARSF	ENST00000381127
ENSG00000157404	KIT	ENST00000288135
ENSG00000161243	FBXO27	ENST00000292853
ENSG00000152926	ZNF117	ENST00000282869
ENSG00000152433	ZNF547	ENST00000282282
ENSG00000152430	BOLL	ENST00000321801
ENSG00000088256	GNA11	ENST00000078429
ENSG00000083535	PIBF1	ENST00000326291
ENSG00000131055	COX4I2	ENST00000376075
ENSG00000088836	SLC4A11	ENST00000380059
ENSG00000087903	RFX2	ENST00000303657
ENSG00000152439	ZNF773	ENST00000282292
ENSG00000185960	SHOX	ENST00000381578
ENSG00000165905	GYLTL1B	ENST00000531526
ENSG00000122873	CISD1	ENST00000333926
ENSG00000184148	SPRR4	ENST00000328051
ENSG00000248458	AL139147.1	ENST00000502413
ENSG00000184144	CNTN2	ENST00000331830
ENSG00000185962	LCE3A	ENST00000335674
ENSG00000184140	OR4F6	ENST00000328882
ENSG00000178591	DEFB125	ENST00000382410
ENSG00000168828	OR13J1	ENST00000377981
ENSG00000127947	PTPN12	ENST00000248594
ENSG00000127946	HIP1	ENST00000336926
ENSG00000133401	PDZD2	ENST00000282493
ENSG00000134001	EIF2S1	ENST00000256383
ENSG00000164506	STXBP5	ENST00000321680
ENSG00000172269	DPAGT1	ENST00000409993
ENSG00000187122	SLIT1	ENST00000266058
ENSG00000141338	ABCA8	ENST00000269080
ENSG00000187140	FOXD3	ENST00000371116
ENSG00000164508	HIST1H2AA	ENST00000297012
ENSG00000164509	IL31RA	ENST00000447346
ENSG00000172260	NEGR1	ENST00000357731
ENSG00000187144	SPATA21	ENST00000335496
ENSG00000187147	RNF220	ENST00000355387
ENSG00000127948	POR	ENST00000461988
ENSG00000166016	ABTB2	ENST00000435224
ENSG00000241468	ATP5J2	ENST00000292475
ENSG00000136160	EDNRB	ENST00000377211
ENSG00000166012	TAF1D	ENST00000448108
ENSG00000066735	KIF26A	ENST00000423312
ENSG00000114859	CLCN2	ENST00000265593
ENSG00000258804	RP11-322L20.1	ENST00000557527
ENSG00000114857	NKTR	ENST00000232978
ENSG00000066248	NGEF	ENST00000264051
ENSG00000114854	TNNC1	ENST00000232975
ENSG00000114853	ZBTB47	ENST00000232974
ENSG00000114850	SSR3	ENST00000265044
ENSG00000126012	KDM5C	ENST00000375401
ENSG00000126545	CSN1S1	ENST00000246891
ENSG00000126010	GRPR	ENST00000380289
ENSG00000206474	OR10C1	ENST00000444197
ENSG00000186810	CXCR3	ENST00000373691
ENSG00000186367	KIAA1024L	ENST00000564719
ENSG00000186364	NUDT17	ENST00000334513
ENSG00000122042	UBL3	ENST00000380680
ENSG00000165072	MAMDC2	ENST00000377182
ENSG00000186818	LILRB4	ENST00000391736
ENSG00000126549	STATH	ENST00000246895
ENSG00000119689	DLST	ENST00000334220
ENSG00000115459	ELMOD3	ENST00000315658
ENSG00000115109	EPB41L5	ENST00000263713
ENSG00000119681	LTBP2	ENST00000261978
ENSG00000130299	GTPBP3	ENST00000358792
ENSG00000119682	AREL1	ENST00000356357
ENSG00000119685	TTLL5	ENST00000298832
ENSG00000115107	STEAP3	ENST00000393110
ENSG00000119139	TJP2	ENST00000539225
ENSG00000115457	IGFBP2	ENST00000233809
ENSG00000206069	TMEM211	ENST00000407886
ENSG00000116157	GPX7	ENST00000361314
ENSG00000116151	MORN1	ENST00000378531
ENSG00000183032	SLC25A21	ENST00000331299
ENSG00000258941	RP11-407N17.3	ENST00000603904
ENSG00000258945	RP11-497E19.2	ENST00000553678
ENSG00000165078	CPA6	ENST00000297770
ENSG00000161996	WDR90	ENST00000293879
ENSG00000166780	C16orf45	ENST00000300006
ENSG00000108264	TADA2A	ENST00000394395
ENSG00000184613	NELL2	ENST00000437801
ENSG00000105379	ETFB	ENST00000354232
ENSG00000179918	SEPHS2	ENST00000500504
ENSG00000149806	FAU	ENST00000529639
ENSG00000113851	CRBN	ENST00000231948
ENSG00000175854	SWI5	ENST00000320188
ENSG00000183496	MEX3B	ENST00000329713
ENSG00000106541	AGR2	ENST00000419304
ENSG00000204371	EHMT2	ENST00000375537
ENSG00000204376	XAGE1D	ENST00000375578
ENSG00000204377	C1orf134	ENST00000375605
ENSG00000185838	GNB1L	ENST00000329517
ENSG00000204375	XAGE1E	ENST00000375570
ENSG00000154174	TOMM70A	ENST00000284320
ENSG00000154175	ABI3BP	ENST00000284322
ENSG00000158125	XDH	ENST00000379416
ENSG00000169902	TPST1	ENST00000304842
ENSG00000158122	AAED1	ENST00000375234
ENSG00000159197	KCNE2	ENST00000290310
ENSG00000170803	OR2AG1	ENST00000307401
ENSG00000137726	FXYD6	ENST00000526014
ENSG00000169905	TOR1AIP2	ENST00000367612
ENSG00000120658	ENOX1	ENST00000261488
ENSG00000137720	C11orf1	ENST00000260276
ENSG00000167114	SLC27A4	ENST00000300456
ENSG00000197459	HIST1H2BH	ENST00000356350
ENSG00000104093	DMXL2	ENST00000543779
ENSG00000104722	NEFM	ENST00000221166
ENSG00000130988	RGN	ENST00000397180
ENSG00000130985	UBA1	ENST00000335972
ENSG00000241404	EGFL8	ENST00000395512
ENSG00000104728	ARHGEF10	ENST00000349830
ENSG00000183020	AP2A2	ENST00000448903
ENSG00000174586	ZNF497	ENST00000311044
ENSG00000189269	C22orf43	ENST00000317749
ENSG00000189045	ANKDD1B	ENST00000601380
ENSG00000228836	CT45A4	ENST00000487941
ENSG00000228835	AC012123.1	ENST00000426194
ENSG00000214556	C17orf98	ENST00000398575
ENSG00000067066	SP100	ENST00000340126
ENSG00000183638	RP1L1	ENST00000382483
ENSG00000186834	HEXIM1	ENST00000332499
ENSG00000123094	RASSF8	ENST00000405154
ENSG00000165272	AQP3	ENST00000297991
ENSG00000165271	NOL6	ENST00000297990
ENSG00000129744	ART1	ENST00000250693
ENSG00000185437	SH3BGR	ENST00000333634
ENSG00000185436	IFNLR1	ENST00000327535
ENSG00000165275	TRMT10B	ENST00000297994
ENSG00000126562	WNK4	ENST00000246914
ENSG00000132740	IGHMBP2	ENST00000255078
ENSG00000167113	COQ4	ENST00000300452
ENSG00000129749	CHRNA10	ENST00000250699
ENSG00000154710	RABGEF1	ENST00000437078
ENSG00000196335	STK31	ENST00000355870
ENSG00000196440	ARMCX4	ENST00000423738
ENSG00000196337	CGB7	ENST00000597853
ENSG00000232423	PRAMEF6	ENST00000376182
ENSG00000196331	HIST1H2BO	ENST00000303806
ENSG00000125895	TMEM74B	ENST00000381894
ENSG00000153406	NMRAL1	ENST00000574733
ENSG00000154719	MRPL39	ENST00000307301
ENSG00000125899	C20orf187	ENST00000378252
ENSG00000196449	YRDC	ENST00000373044
ENSG00000174738	NR1D2	ENST00000312521
ENSG00000234745	HLA-B	ENST00000412585
ENSG00000197312	DDI2	ENST00000480945
ENSG00000217555	CKLF	ENST00000264001
ENSG00000130182	ZSCAN10	ENST00000252463
ENSG00000234214	SPATA31A4	ENST00000429767
ENSG00000127564	PKMYT1	ENST00000262300
ENSG00000104549	SQLE	ENST00000265896
ENSG00000161594	KLHL10	ENST00000293303
ENSG00000160712	IL6R	ENST00000368485
ENSG00000113504	SLC12A7	ENST00000264930
ENSG00000117682	DHDDS	ENST00000360009
ENSG00000147799	ARHGAP39	ENST00000377307
ENSG00000085377	PREP	ENST00000369110
ENSG00000254667	AP000783.1	ENST00000533341
ENSG00000204957	AC006486.1	ENST00000378108
ENSG00000187912	CLEC17A	ENST00000417570
ENSG00000129292	PHF20L1	ENST00000395386
ENSG00000129295	LRRC6	ENST00000250173
ENSG00000145526	CDH18	ENST00000507958
ENSG00000170293	CMTM8	ENST00000307526
ENSG00000183250	C21orf67	ENST00000397841
ENSG00000170927	PKHD1	ENST00000371117
ENSG00000170290	SLN	ENST00000531293
ENSG00000170921	TANC2	ENST00000424789
ENSG00000170296	GABARAP	ENST00000302386
ENSG00000170923	OR7G2	ENST00000305456
ENSG00000205029	OR5D16	ENST00000378396
ENSG00000142065	ZFP14	ENST00000270001
ENSG00000168676	KCTD19	ENST00000304372
ENSG00000116489	CAPZA1	ENST00000263168
ENSG00000086570	FAT2	ENST00000261800
ENSG00000205020	CCL4L1	ENST00000444414
ENSG00000076053	RBM7	ENST00000375490
ENSG00000183038	GGTLC3	ENST00000404912
ENSG00000156398	SFXN2	ENST00000369893
ENSG00000075886	TUBA3D	ENST00000321253
ENSG00000256223	ZNF10	ENST00000248211
ENSG00000075884	ARHGAP15	ENST00000295095
ENSG00000204539	CDSN	ENST00000376288
ENSG00000111676	ATN1	ENST00000356654
ENSG00000256100	AP000721.4	ENST00000535431
ENSG00000087152	ATXN7L3	ENST00000454077
ENSG00000179889	PDXDC1	ENST00000396410
ENSG00000117425	PTCH2	ENST00000372192
ENSG00000088827	SIGLEC1	ENST00000344754
ENSG00000161249	DMKN	ENST00000339686
ENSG00000073737	DHRS9	ENST00000327239
ENSG00000073734	ABCB11	ENST00000263817
ENSG00000185046	ANKS1B	ENST00000547776
ENSG00000110066	SUV420H1	ENST00000304363
ENSG00000185049	NELFA	ENST00000382882
ENSG00000006116	CACNG3	ENST00000005284
ENSG00000135722	FBXL8	ENST00000258200
ENSG00000006114	SYNRG	ENST00000339208
ENSG00000217825	AC099552.4	ENST00000404289
ENSG00000159248	GJD2	ENST00000290374
ENSG00000065325	GLP2R	ENST00000262441
ENSG00000089280	FUS	ENST00000254108
ENSG00000060237	WNK1	ENST00000315939
ENSG00000146950	SHROOM2	ENST00000380913
ENSG00000121316	PLBD1	ENST00000240617
ENSG00000130706	ADRM1	ENST00000253003
ENSG00000093217	XYLB	ENST00000207870
ENSG00000089289	IGBP1	ENST00000342206
ENSG00000139194	RBP5	ENST00000266560
ENSG00000007866	TEAD3	ENST00000402886
ENSG00000198663	C6orf89	ENST00000355190
ENSG00000100647	KIAA0247	ENST00000342745
ENSG00000147437	GNRH1	ENST00000276414
ENSG00000104894	CD37	ENST00000323906
ENSG00000100644	HIF1A	ENST00000539097
ENSG00000198668	CALM1	ENST00000356978
ENSG00000124143	ARHGAP40	ENST00000373345
ENSG00000124140	SLC12A5	ENST00000454036
ENSG00000141644	MBD1	ENST00000590208
ENSG00000107018	RLN1	ENST00000223862
ENSG00000198252	STYX	ENST00000354586
ENSG00000180988	OR52N2	ENST00000317037
ENSG00000176774	MAGEB18	ENST00000325250
ENSG00000123496	IL13RA2	ENST00000371936
ENSG00000103042	SLC38A7	ENST00000570101
ENSG00000176771	NCKAP5	ENST00000409261
ENSG00000230062	ANKRD66	ENST00000565422
ENSG00000160973	FOXH1	ENST00000377317
ENSG00000160972	PPP1R16A	ENST00000292539
ENSG00000170439	METTL7B	ENST00000394252
ENSG00000125637	PSD4	ENST00000245796
ENSG00000068079	IFI35	ENST00000438323
ENSG00000125633	CCDC93	ENST00000376300
ENSG00000125630	POLR1B	ENST00000541869
ENSG00000174950	CD164L2	ENST00000374027
ENSG00000156384	SFR1	ENST00000369727
ENSG00000174953	DHX36	ENST00000496811
ENSG00000156381	ANKRD9	ENST00000286918
ENSG00000174957	OR5J2	ENST00000312298
ENSG00000143207	RFWD2	ENST00000367669
ENSG00000007174	DNAH9	ENST00000262442
ENSG00000081870	HSPB11	ENST00000194214
ENSG00000179088	C12orf42	ENST00000378113
ENSG00000178602	OTOS	ENST00000391989
ENSG00000198400	NTRK1	ENST00000524377
ENSG00000022976	ZNF839	ENST00000442396
ENSG00000073670	ADAM11	ENST00000200557
ENSG00000128165	ADM2	ENST00000395738
ENSG00000108984	MAP2K6	ENST00000590474
ENSG00000171522	PTGER4	ENST00000302472
ENSG00000111907	TPD52L1	ENST00000534000
ENSG00000017260	ATP2C1	ENST00000393221
ENSG00000231192	OR5H1	ENST00000354565
ENSG00000120370	GORAB	ENST00000367763
ENSG00000197172	MAGEA6	ENST00000329342
ENSG00000220032	RP11-17M16.1	ENST00000532511
ENSG00000131323	TRAF3	ENST00000560371
ENSG00000176809	LRRC37A3	ENST00000584306
ENSG00000197863	ZNF790	ENST00000356725
ENSG00000105373	GLTSCR2	ENST00000246802
ENSG00000068383	INPP5A	ENST00000368594
ENSG00000005339	CREBBP	ENST00000262367
ENSG00000176555	OR4S1	ENST00000319988
ENSG00000136802	LRRC8A	ENST00000259324
ENSG00000184304	PRKD1	ENST00000331968
ENSG00000136807	CDK9	ENST00000373264
ENSG00000181631	P2RY13	ENST00000325602
ENSG00000204571	KRTAP5-11	ENST00000398530
ENSG00000134668	SPOCD1	ENST00000360482
ENSG00000168758	SEMA4C	ENST00000305476
ENSG00000204574	ABCF1	ENST00000326195
ENSG00000181634	TNFSF15	ENST00000374045
ENSG00000204576	PRR3	ENST00000376560
ENSG00000204577	LILRB3	ENST00000245620
ENSG00000168904	LRRC28	ENST00000301981
ENSG00000181638	ZFP41	ENST00000330701
ENSG00000143061	IGSF3	ENST00000369483
ENSG00000168757	TSPY2	ENST00000320701
ENSG00000143067	ZNF697	ENST00000421812
ENSG00000168754	FAM178B	ENST00000490605
ENSG00000075089	ACTR6	ENST00000188312
ENSG00000126353	CCR7	ENST00000246657
ENSG00000092036	HAUS4	ENST00000206474
ENSG00000185950	IRS2	ENST00000375856
ENSG00000205707	LYRM5	ENST00000381356
ENSG00000114626	ABTB1	ENST00000232744
ENSG00000185955	C7orf61	ENST00000332375
ENSG00000126461	SCAF1	ENST00000360565
ENSG00000185958	FAM186A	ENST00000327337
ENSG00000131459	GFPT2	ENST00000253778
ENSG00000213015	ZNF580	ENST00000543039
ENSG00000204614	TRIM40	ENST00000396581
ENSG00000106948	AKNA	ENST00000307564
ENSG00000204616	TRIM31	ENST00000376734
ENSG00000215217	C5orf49	ENST00000399810
ENSG00000204610	TRIM15	ENST00000376694
ENSG00000204613	TRIM10	ENST00000449742
ENSG00000204612	FOXB2	ENST00000376708
ENSG00000102794	IRG1	ENST00000377462
ENSG00000261221	ZNF865	ENST00000568956
ENSG00000215218	UBE2QL1	ENST00000399816
ENSG00000248592	TMEM110-MUSTN1	ENST00000504329
ENSG00000204618	RNF39	ENST00000244360
ENSG00000166710	B2M	ENST00000558401
ENSG00000128253	RFPL2	ENST00000400237
ENSG00000105409	ATP1A3	ENST00000545399
ENSG00000259224	SLC35G6	ENST00000412468
ENSG00000023330	ALAS1	ENST00000394965
ENSG00000175606	TMEM70	ENST00000312184
ENSG00000120805	ARL1	ENST00000261636
ENSG00000175604	RP11-276H1.3	ENST00000312019
ENSG00000164171	ITGA2	ENST00000296585
ENSG00000175600	SUGCT	ENST00000309930
ENSG00000122735	DNAI1	ENST00000242317
ENSG00000047932	GOPC	ENST00000368498
ENSG00000105261	OVOL3	ENST00000262637
ENSG00000047936	ROS1	ENST00000368508
ENSG00000141642	ELAC1	ENST00000269466
ENSG00000131634	TMEM204	ENST00000566264
ENSG00000102970	CCL17	ENST00000219244
ENSG00000002746	HECW1	ENST00000395891
ENSG00000002745	WNT16	ENST00000222462
ENSG00000108091	CCDC6	ENST00000263102
ENSG00000196562	SULF2	ENST00000359930
ENSG00000114446	IFT57	ENST00000264538
ENSG00000226209	AL138764.1	ENST00000429930
ENSG00000132677	RHBG	ENST00000368246
ENSG00000132676	DAP3	ENST00000368336
ENSG00000149474	CSRP2BP	ENST00000435364
ENSG00000221923	ZNF880	ENST00000422689
ENSG00000132855	ANGPTL3	ENST00000371129
ENSG00000132854	KANK4	ENST00000371153
ENSG00000149582	TMEM25	ENST00000313236
ENSG00000145321	GC	ENST00000504199
ENSG00000133422	MORC2	ENST00000215862
ENSG00000163697	APBB2	ENST00000508593
ENSG00000177600	RPLP2	ENST00000321153
ENSG00000163694	RBM47	ENST00000381793
ENSG00000177606	JUN	ENST00000371222
ENSG00000133678	TMEM254	ENST00000372281
ENSG00000141524	TMC6	ENST00000590602
ENSG00000141527	CARD14	ENST00000573882
ENSG00000141526	SLC16A3	ENST00000581287
ENSG00000139668	WDFY2	ENST00000298125
ENSG00000187778	MCRS1	ENST00000357123
ENSG00000100949	RABGGTA	ENST00000399409
ENSG00000187775	DNAH17	ENST00000389840
ENSG00000187772	LIN28B	ENST00000345080
ENSG00000111011	RSRC2	ENST00000331738
ENSG00000111012	CYP27B1	ENST00000228606
ENSG00000162618	ELTD1	ENST00000370742
ENSG00000172073	TEX37	ENST00000303254
ENSG00000151062	CACNA2D4	ENST00000382722
ENSG00000176136	MC5R	ENST00000324750
ENSG00000168411	RFWD3	ENST00000361070
ENSG00000188243	COMMD6	ENST00000355801
ENSG00000142330	CAPN10	ENST00000391984
ENSG00000162613	FUBP1	ENST00000370768
ENSG00000162614	NEXN	ENST00000334785
ENSG00000162616	DNAJB4	ENST00000370763
ENSG00000122180	MYOG	ENST00000241651
ENSG00000021762	OSBPL5	ENST00000263650
ENSG00000136114	THSD1	ENST00000258613
ENSG00000109944	C11orf63	ENST00000227349
ENSG00000146433	TMEM181	ENST00000367090
ENSG00000136110	LECT1	ENST00000377962
ENSG00000184608	C8orf12	ENST00000284481
ENSG00000122188	LAX1	ENST00000442561
ENSG00000173389	IQCF1	ENST00000310914
ENSG00000184602	SNN	ENST00000329565
ENSG00000165046	LETM2	ENST00000379957
ENSG00000154545	MAGED4	ENST00000416960
ENSG00000163528	CHCHD4	ENST00000295767
ENSG00000101347	SAMHD1	ENST00000262878
ENSG00000153266	FEZF2	ENST00000283268
ENSG00000121318	TAS2R10	ENST00000240619
ENSG00000115866	DARS	ENST00000264161
ENSG00000163521	GLB1L	ENST00000295759
ENSG00000163520	FBLN2	ENST00000404922
ENSG00000105993	DNAJB6	ENST00000262177
ENSG00000101349	PAK7	ENST00000378429
ENSG00000154548	SRSF12	ENST00000452027
ENSG00000163527	STT3B	ENST00000295770
ENSG00000187559	FOXD4L3	ENST00000342833
ENSG00000205560	CPT1B	ENST00000360719
ENSG00000127528	KLF2	ENST00000248071
ENSG00000171695	C20orf201	ENST00000308906
ENSG00000112667	DNPH1	ENST00000230431
ENSG00000172381	OR6Q1	ENST00000302622
ENSG00000172380	GNG12	ENST00000370982
ENSG00000127554	GFER	ENST00000248114
ENSG00000187554	TLR5	ENST00000540964
ENSG00000155561	NUP205	ENST00000285968
ENSG00000074755	ZZEF1	ENST00000381638
ENSG00000162927	PUS10	ENST00000316752
ENSG00000162924	REL	ENST00000295025
ENSG00000066382	MPPED2	ENST00000358117
ENSG00000162923	WDR26	ENST00000414423
ENSG00000114999	TTL	ENST00000233336
ENSG00000268942	CKS1B	ENST00000600888
ENSG00000268941	MGC4294	ENST00000598340
ENSG00000029559	IBSP	ENST00000226284
ENSG00000114993	RTKN	ENST00000272430
ENSG00000162928	PEX13	ENST00000295030
ENSG00000162929	KIAA1841	ENST00000402291
ENSG00000139880	CDH24	ENST00000397359
ENSG00000261949	GFY	ENST00000576655
ENSG00000102575	ACP5	ENST00000592828
ENSG00000115718	PROC	ENST00000234071
ENSG00000022267	FHL1	ENST00000394155
ENSG00000103415	HMOX2	ENST00000570646
ENSG00000069966	GNB5	ENST00000261837
ENSG00000125952	MAX	ENST00000358664
ENSG00000166716	ZNF592	ENST00000299927
ENSG00000167680	SEMA6B	ENST00000586582
ENSG00000168612	ZSWIM1	ENST00000372523
ENSG00000205667	ARSH	ENST00000381130
ENSG00000112599	GUCA1B	ENST00000230361
ENSG00000119703	ZC2HC1C	ENST00000524913
ENSG00000182095	TNRC18	ENST00000430969
ENSG00000147164	SNX12	ENST00000374274
ENSG00000112592	TBP	ENST00000392092
ENSG00000161714	PLCD3	ENST00000322765
ENSG00000167508	MVD	ENST00000301012
ENSG00000119705	SLIRP	ENST00000557342
ENSG00000070610	GBA2	ENST00000378103
ENSG00000187244	BCAM	ENST00000270233
